X,Y,OBJECTID,PARCELID,PROPERTY_UNIT,WARDID,PLANNINGCOMMUNITYID,NEIGHBOURHOOD_ASSOCIATIONID,ADDRESS,APPLICATION_NO,STATUS,APPLICANT,PROPERTY_OWNER,FOLDERRSN,FOLDERYEAR,FOLDERNAME,FOLDERTYPE,SUBTYPE,PRIMARY_PROPERTY,ISSUED_BY,DESCRIPTION,COMBINED_APPLICATION,INDATE,PUBLIC_STATUS_UPDATE,PSI_MTG_DATE,DSD_MTG_DATE,NHBD_MTG_DATE,NHBD_SA_MTG_DATE,COUNCIL_MEETING_DATE,DRAFT_APPROVAL_DATE,REGIONAL_APPROVAL_DATE,REMOVAL_DATE,FINAL_DATE,HIGHLIGHT_APP,EXISTING_OPA_LANDUSE,PROPOSED_OPA_LANDUSE,EXISTING_ZONING,PROPOSED_ZONING,EXISTING_LANDUSE,PROPOSED_LANDUSE,PROP_MAX_RES_UNITS_INCIR,PROP_MAX_RES_UNITS_DA,PROPOSED_COMMERCIAL_HA,PROPOSED_INSTITUTIONAL_HA,PROPOSED_PARKLAND_HA,PROP_SIZE_HA,CONTACT_EMAIL,CONTACT_PHONE,CONTACT_TTY,PUBLIC_STATUS_DESC,AMANDA_STATUS_DESC,IMAGE_DESCR,IMAGE_LINK,THUMBNAIL_LINK,SORTID,GlobalID
541065.8134,4811101.3524,58,50000107,1053892,11,1,7905,200  KING ST W,OPA23/015/K/TD,Adopted,CITY OF KITCHENER,CITY OF KITCHENER,689759,23,Inclusionary Zoning,Official Plan Amendment,Combined,1053892,Tim Donegani,"City initiated file ""Inclusionary Zoning"".  C/R ZBA23/027/K/TD",,2023/08/10 00:00:00+00,,,,,,03/18/2024,,,,,,,,,,,,,,,,,,Tim.Donegani@kitchener.ca,519-741-2426,1-866-969-9994,Adopted,Adopted,Status is Step 4:Council Decision Communicated,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/ImagePublicStatusStep4.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Thumbnail_Image_Coming_Soon.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Supporting_Documents_List_No_Documents.pdf,79a6330d-7c00-4050-b3dd-8f155be7cd98
547391.8308,4804364.5308,59,50040471,1044114,4,43,7753,86  PINNACLE DR,ZBA19/003/P/KA,Passed,IBI GROUP,"A & F GREENFIELD HOMES LTD, A & F GREENFIELD HOMES LTD",549134,19,86 PINNACLE DR,Zoning By-Law Amendment,Standard,1044114,"Katie Anderl, MCIP, RPP","To change the Zoning to Low Rise Residential Five Zone (RES-5) to permit a 16 unit back to back stacked townhouse.  This property was not included in the comprehensive rezoning of Lower Doon and is proceeding as a separate, site specific amendment. The applicant is proposing to develop the property with a 16-unit, back-to-back stacked townhouse with 22 parking spaces.",No,2019/05/03 00:00:00+00,This file is now closed.,01/22/2024,,09/10/2019,,02/12/2024,,,,,No,Low Rise Resdiential,,R-4,,Single detached dwelling,"Multiple dwelling - three storey, 16 unit back-to-back stacked townhouse",,,,,,,Katie.Anderl@kitchener.ca,519-741-2426,1-866-969-9994,Passed,Passed,Status is Step 4:Council Decision Communicated,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/ImagePublicStatusStep4.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Thumbnail_Image_Coming_Soon.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Supporting_Documents_List_549134.pdf,93fb1e44-45db-4543-8a6b-5c894a42d50a
540162.9753,4810707.184,60,50006487,1017928,9,8,7731,97  PARK ST,ZBA23/007/V/CD,Passed,IBI GROUP,2564292 ONTARIO INC,677490,23,97-101 PARK ST & 186-194 VICTORIA ST S,Zoning By-Law Amendment,Combined,1025353,"Craig Dumart, MCIP, RPP"," to add a Special Policy Area to the Victoria Street Secondary Plan to allow for a Floor Space Ratio (FSR) of 7.7 and proposing a Zoning By-law Amendment to Zoning By-law 85-1 to change the zoning of the subject lands to High Intensity Mixed Use Corridor (MU-3) with a Special Regulation Provision to permit a floor space ratio of 7.7; to allow for a reduction in parking to 0.8 parking spaces per dwelling unit with 10% visitor parking being provided; To permit a Rear Yard (rail) setback of 7.5 metres, whereas the Zoning By-Law requires a minimum of 15 metres; and to permit a Maximum Side Yard Abutting a Street of 32 metres, whereas the Zoning By-Law requires 10 metres. The proposed amendments will allow for the development of a 42 storey mixed use building with 436 residential units and three ground floor commercial units. A total of 353 vehicle parking spaces and 296 bicycle parking spaces are proposed for the development.",Yes,2023/03/31 00:00:00+00,"Council approved the proposed Zoning By-law Amendment and Official Plan Amendment at the June 26, 2023 Council Meeting.",06/05/2023,,04/27/2023,,06/26/2023,,,,,No,,,,,,,,,,,,,Craig.Dumart@kitchener.ca,519-741-2426,1-866-969-9994,Passed,Passed,Status is Step 4:Council Decision Communicated,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/ImagePublicStatusStep4.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Thumbnail_677490.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Supporting_Documents_List_677490.pdf,d7b5f7f5-c06c-450c-a333-655897893cea
542807.3801,4804849.9877,61,50039144,1053188,5,44,0,1700  STRASBURG RD,30T-23201,Under Review,GSP GROUP INC,2140221 ONTARIO INC,674283,23,1700 STRASBURG RD,Subdivision Approval,Industrial,1053188,"Andrew Pinnell, MCIP, RPP",Proposing an Industrial Business Park subdivision containing 10 industrial blocks ranging in size from 0.67 to 3.01 hectares (1.65 to 7.44 acres),,2023/02/16 00:00:00+00,"Notice of development application sent to community members. Share your thoughts by contacting City Planner by March 13, 2023.",,,,,,,,,,Yes,,,,,,,,,,,,15.25,Andrew.Pinnell@kitchener.ca,519-741-2426,1-866-969-9994,Under Review,Under Review,Status is Step 1:Notice of development sent and feedback requested,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/ImagePublicStatusStep1.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Thumbnail_674283.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Supporting_Documents_List_674283.pdf,2c4a9c73-9a6f-4cc7-93d1-695899733272
541880.862,4814992.5402,62,50042491,1000682,1,48,0,124  WOOLWICH ST,ZBA24/005/W/AP,Passed,MHBC PLANNING,ZHENGYU CUI ,706791,24,124 WOOLWICH ST,Zoning By-Law Amendment,Removal of Holding Provision,1000682,"Andrew Pinnell, MCIP, RPP","The City of Kitchener has received a Zoning By-law Amendment Application to remove the holding provision related to 124 Woolwich Street. Holding Provision (25H) prohibits sensitive land uses, including residential uses, until the Region has received acknowledgement from the Ministry of the Environment, Conservation, and Parks advising that a Record of Site Condition has been completed.  Removing the holding provision would allow the owner to proceed with a Site Plan Application to develop the property under the current zoning.",No. Future Site Plan Application,2024/03/01 00:00:00+00,This application is approved and the file is now closed.,03/25/2024,,,,03/25/2024,,,,,Yes,Low Rise Residential,,RES-5 (25H),,Demolition of existing dwelling is underway,Stacked Townhouses (Multiple Dwellings),,,,,,,Andrew.Pinnell@kitchener.ca,519-741-2426,1-866-969-9994,Passed,Passed,Status is Step 4:Council Decision Communicated,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/ImagePublicStatusStep4.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Thumbnail_706791.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Supporting_Documents_List_706791.pdf,9ebdfe0f-5826-43eb-8dfc-78abbe9d6a0e
547384.1446,4808170.655,63,50044616,1042933,2,35,7746,7  MORRISON RD,OPA22/013/M/BB,Adopted,MHBC PLANNING,KLONDIKE HOMES LTD,666804,22,7 MORRISON RD,Official Plan Amendment,Combined,1042933,"Brian Bateman, MCIP, RPP",The applicant is requesting an OPA to increase the floor space ratio from 0.6 to 0.9.  ,ZBA,2022/10/14 00:00:00+00,The Region of Waterloo has approved OPA 24 without an appeal and the by-law is now in effect.,04/03/2023,,11/29/2022,,04/17/2023,,09/06/2023,,,No,Low Rise Residential,Low Rise Residential,,,estate residential,Low rise residential - multiples ,,,,,,0.3,Brian.Bateman@kitchener.ca,519-741-2426,1-866-969-9994,Adopted,Adopted,Status is Step 4:Council Decision Communicated,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/ImagePublicStatusStep4.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Thumbnail_666804.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Supporting_Documents_List_666804.pdf,f8251f5f-dfdf-4a47-90d0-94d5b12914ea
541065.8134,4811101.3524,64,50000107,1053892,11,1,7905,200  KING ST W,OPA23/017/K/JZ,Closed,CITY OF KITCHENER,CITY OF KITCHENER,690263,23,Growing Together (Non-PMTSA Lands),Official Plan Amendment,Combined,1053892,John Zunic,City initiated OPA for lands outside of the Growing Together project geographical area.  C/R ZBA23/029/K/JZ,,2023/08/15 00:00:00+00,,,,,,03/18/2024,,,20250807,2024/08/07 00:00:00+00,,,,,,,,,,,,,,John.Zunic@kitchener.ca,519-741-2426,1-866-969-9994,Closed,Closed,Status:This application has received final approval and is closed,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/ImagePublicStatusApproved.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Thumbnail_Image_Coming_Soon.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Supporting_Documents_List_No_Documents.pdf,32a154c9-8ba6-454e-8bb3-69902a3151e3
535868.784,4807678.7053,65,50021396,1015318,7,29,0,1593  HIGHLAND RD W,ZBA20/004/H/AP,Issue Review,IBI GROUP,"LJM DEVELOPMENTS (KITCHENER) INC, LJM DEVELOPMENTS (KITCHENER) INC",582513,20,1593 & 1603 HIGHLAND RD W,Zoning By-Law Amendment,Combined,1076636,"Andrew Pinnell, MCIP, RPP","The Official Plan (OP) and Zoning By-law (ZBL) currently state that only commercial-type uses are permitted on the above properties; residential uses are not permitted.  The owner is requesting to change the OP and ZBL to permit up to 403 residential dwelling units within buildings containing commercial uses. Additional commercial uses are requested.  The owner is also requesting to reduce front, side yard, and rear yard setbacks, increase lot coverage, and reduce parking requirements.  If approved, these applications could lead to the redevelopment of the lots with a mixed-use development consisting of a 13-storey building and 16-storey building, with a total of 403 dwelling units, 1,052 square metres (11,324 sq.ft.) of ground floor commercial space, and 2 levels of underground parking.",OPA20/001/H/AP,2020/03/09 00:00:00+00,This application was appealed to the Ontario Land Tribunal in August 2020.  This application is now with the Ontario Land Tribunal for decision.,,,,,,,,,,No,Commercial,,COM-3,,Single Detached Dwellings (Legal Non Conforming),Mixed Use (commercial and high density residential),,,,,,,Andrew.Pinnell@kitchener.ca,519-741-2426,1-866-969-9994,Issue Review,Issue Review,Status is Step 3:Staff consolidating feedback and preparing recommendation,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/ImagePublicStatusStep3.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Thumbnail_582513.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Supporting_Documents_List_582513.pdf,ba18ac81-c80f-4983-ab06-a398bf1fbf4c
543397.1258,4808450.2756,66,50034450,1001444,3,25,0,117  VANIER DR,ZBA20/010/V/AP,Passed,GSP GROUP INC.,"2385235 ONTARIO LTD, BRIAN GILES , THEODORE CONNOLLY ",592527,20,117 VANIER DR,Zoning By-Law Amendment,Standard,1046121,"Andrew Pinnell, MCIP, RPP",The application proposes to redevelop the subject property with a total of 36 stacked townhouse units within two buildings (multiple dwellings). The buildings are proposed to be 3.5 storeys in height.,No,2020/07/20 00:00:00+00,The Zoning By-law Amendment was approved by Council and is now in-effect.,,,12/15/2020,,,,,,,No,Low Rise Residential,,R-3,,Single Detached Dwellings (2),Multiple Dwelling (Stacked Townhouses),,,,,,,Andrew.Pinnell@kitchener.ca,519-741-2426,1-866-969-9994,Passed,Passed,Status is Step 4:Council Decision Communicated,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/ImagePublicStatusStep4.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Thumbnail_592527.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Supporting_Documents_List_592527.pdf,92a15382-5822-4047-b8f9-f8c8d76107f8
540339.7613,4810892.0098,67,50006654,1017922,9,1,7731,120  VICTORIA ST S,ZBA23/032/V/CD,Closed,ZEHR GROUP,GLOVEBOX (2019) INC,691944,23,120 VICTORIA ST S,Zoning By-Law Amendment,Removal of Holding Provision,1017922,"Craig Dumart, MCIP, RPP",Removal of Holding Provision 43H on subject property.,,2023/09/01 00:00:00+00,Approved,09/18/2023,,,,09/25/2023,,,20250214,2024/02/14 00:00:00+00,No,,,,,,,,,,,,,Craig.Dumart@kitchener.ca,519-741-2426,1-866-969-9994,Closed,Closed,Status:This application has received final approval and is closed,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/ImagePublicStatusApproved.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Thumbnail_Image_Coming_Soon.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Supporting_Documents_List_No_Documents.pdf,4af9f13f-271b-455a-b742-bf1dc3cc5752
542195.1241,4815570.6658,68,50042366,40281861,1,48,0,  FIELD SPARROW CRES,ZBA19/006/F/BB,Passed,GSP GROUP INC,,551474,19,FIELD SPARROW CRES,Zoning By-Law Amendment,Standard,40281861,"Brian Bateman, MCIP, RPP","The purpose of the proposed application is to change the zoning on the subject property from Agricultural (A-1) to Residential Three (R-3) with site specific regulations 304R and 307R and Residential Six (R-6) to accommodate a single detached lot addition and to permit approximately six (6) future street townhouses.  This zoning is consistent with the Residential Six (R-6) zoning already established for Stage 2 of 30T-11205.

The subject property is intended to be consolidated with the Draft Plan of Subdivision 30T-11205 (Stage 2). An application to modify Draft Plan of Subdivision 30T-11205 has also been submitted to the City along with the proposed Zoning By-law Amendment. Modified conditions of draft approval are attached to this report.
",Modification to Draft Plan Approved Subdivision 30T-11205.,2019/05/29 00:00:00+00,This application has been approved.,12/09/2019,,,,12/09/2019,,,,,No,Low Rise Residential,,Agricultural (A-1) ,,Vacant,Residential,,,,,,,Brian.Bateman@kitchener.ca,519-741-2426,1-866-969-9994,Passed,Passed,Status is Step 4:Council Decision Communicated,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/ImagePublicStatusStep4.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Thumbnail_551474.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Supporting_Documents_List_No_Documents.pdf,ecb2d935-9d65-4bd4-8a43-9f21fc30d033
541065.8134,4811101.3524,69,50000107,1053892,11,1,7905,200  KING ST W,OPA23/022/K/JZ,Recommendation,CITY OF KITCHENER,CITY OF KITCHENER,699879,23,Growing Together,Official Plan Amendment,Standard,1053892,John Zunic,Proposing an OPA specific to an amendment to the existing 1994 Official Plan as part of the Growing Together project.,,2023/12/06 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,John.Zunic@kitchener.ca,519-741-2426,1-866-969-9994,Recommendation,Recommendation,Status is Step 3:Staff consolidating feedback and preparing recommendation,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/ImagePublicStatusStep3.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Thumbnail_Image_Coming_Soon.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Supporting_Documents_List_No_Documents.pdf,448f581c-4152-47e7-8dd3-d5518b8e3851
540237.942,4810812.9523,70,50006662,1017925,9,8,7731,146  VICTORIA ST S,ZBA21/017/V/ES,Closed,GSP GROUP INC.,1936026 ONTARIO INC,637057,21,146-162 VICTORIA ST S/92-110 PARK ST,Zoning By-Law Amendment,Combined,1062766,"Eric Schneider, MCIP, RPP","Proposes to remove the Subject Site from Zoning By-law 85-1 and add it to Zoning By-law 2019-051 as a “Mixed Use Three (MIX-3) Zone” with Special Regulations and Special Use Provisions. The Proposed Zoning By-law Amendment has four general effects regarding the MIX-3 Zone and Special Uses and Regulations affecting the Subject Site: 
1.It retains the existing 1R Special Regulation on the existing affected portion regarding GRCA permit requirements.2.It will extend the existing 401U Special Use Provision across the entirety of the Subject Site for the requirement for a Record of Site Condition acknowledgement.3.It removes the existing 524R, 525R and 526R Special Regulations given they are no longer relevant with the Subject Site’s lot assembly.4.It adds add a new Special Regulation “#ABC” for the proposed development form, including adjusted setbacks, increased building height, increased development intensity, and reduced parking requirement. Special Regulation #ABC tailors the MIX-3 Zone to the Kitchener Urban Growth Centre context, informed by the directions of the draft UGC-3 Zone and the contemplated MIX-4 Zone. This includes additionally increasing regulations (or higher performance requirements) for design measures such as minimum ground floor façade width and openings per those draft zoning directions.
",Yes OPA21/011/V/ES,2021/10/21 00:00:00+00,"This application has been approved by the Ontario Land Tribunal (OLT) on April 27, 2023. See attachment for approved Official Plan Amendment and Zoning By-law Amendment. If you have any questions or require further clarification regarding appeals, please see https://olt.gov.on.ca/ or connect with the listed City Planning Contact. ",06/13/2022,,02/08/2022,,06/20/2022,,,20241227,2023/12/27 00:00:00+00,No,Mixed Use within UGC,,"MU-1, MU-2, 1R, 401U, 524R, 526R",,"Various, low rise residential, commercial","Multi-residential, commercial (ground floor)",,,,,,,Eric.Schneider@kitchener.ca,519-741-2426,1-866-969-9994,Closed,Closed,Status:This application has received final approval and is closed,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/ImagePublicStatusApproved.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Thumbnail_637057.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Supporting_Documents_List_637057.pdf,674d99c0-42be-44b1-ad62-9de8198078a7
